master_protein	protein_length	protein_description	Intensity.U2OS_1	Intensity.U2OS_2	Intensity.U2OS_3	max
Q6NVY1	386	sp|Q6NVY1|HIBCH_HUMAN	6.8278625	6.957645	7.429574	7.429574
Q6NW29	188	sp|Q6NW29|RWDD4_HUMAN	6.591359	6.743212	7.23694	7.23694
Q6NW34	567	sp|Q6NW34|NEPRO_HUMAN	6.5409605	NA	6.740577	6.740577
Q6NWY9	871	sp|Q6NWY9|PR40B_HUMAN	NA	5.393364	NA	5.393364
Q6NXE6	501	sp|Q6NXE6|ARMC6_HUMAN	6.13242	6.173856	7.0706455	7.0706455
Q6NXR4	508	sp|Q6NXR4|TTI2_HUMAN	6.308052	6.405801	6.779928	6.779928
Q6NXT1	300	sp|Q6NXT1|ANR54_HUMAN	NA	NA	6.664524	6.664524
Q6NXT4	461	sp|Q6NXT4|ZNT6_HUMAN	5.900383	NA	NA	5.900383
Q6NYC1	403	sp|Q6NYC1|JMJD6_HUMAN	6.81073	6.98583	7.3432845	7.3432845
Q6NYC8	613	sp|Q6NYC8|PPR18_HUMAN	6.319148	6.67778	7.3765	7.3765
Q6NZI2	390	sp|Q6NZI2|PTRF_HUMAN	7.585579	7.275381	8.099908	8.099908
Q6NZY4	707	sp|Q6NZY4|ZCHC8_HUMAN	6.4361095	6.9249245	7.059828	7.059828
Q6P087	351	sp|Q6P087|RUSD3_HUMAN	6.571676	6.038971	6.989148	6.989148
Q6P0N0	1132	sp|Q6P0N0|M18BP_HUMAN	5.970463	6.384676	6.536891	6.536891
Q6P0Q8	1798	sp|Q6P0Q8|MAST2_HUMAN	5.413669	5.875495	NA	5.875495
Q6P158	1386	sp|Q6P158|DHX57_HUMAN	6.580172	6.707851	7.118133	7.118133
Q6P161	138	sp|Q6P161|RM54_HUMAN	6.946098	6.069668	7.244722	7.244722
Q6P1A2	487	sp|Q6P1A2|MBOA5_HUMAN	6.58853	6.973343	7.4259425	7.4259425
Q6P1J9	531	sp|Q6P1J9|CDC73_HUMAN	6.363894	6.3541225	6.925905	6.925905
Q6P1K2	205	sp|Q6P1K2|PMF1_HUMAN	NA	5.800634	6.878344	6.878344
Q6P1L8	145	sp|Q6P1L8|RM14_HUMAN	7.234619	6.935311	7.839	7.839
Q6P1M0	643	sp|Q6P1M0|S27A4_HUMAN	6.861648	6.527045	6.8768095	6.8768095
Q6P1N0	951	sp|Q6P1N0|C2D1A_HUMAN	6.8455985	6.2802995	6.68039	6.8455985
Q6P1N9	297	sp|Q6P1N9|TATD1_HUMAN	7.461898	7.246449	7.555163	7.555163
Q6P1Q0	360	sp|Q6P1Q0|LTMD1_HUMAN	NA	6.542776	6.904694	6.904694
Q6P1R4	473	sp|Q6P1R4|DUS1L_HUMAN	6.151008	NA	6.359741	6.359741
Q6P1X5	1199	sp|Q6P1X5|TAF2_HUMAN	6.659451	6.436117	6.957901	6.957901
Q6P1X6	216	sp|Q6P1X6|CH082_HUMAN	7.2871855	7.044304	7.0706735	7.2871855
Q6P2C8	311	sp|Q6P2C8|MED27_HUMAN	6.215981	6.6869485	7.018617	7.018617
Q6P2E9	1401	sp|Q6P2E9|EDC4_HUMAN	7.068985	6.981696	7.456877	7.456877
Q6P2H3	762	sp|Q6P2H3|CEP85_HUMAN	6.0159425	6.732225	6.850247	6.850247
Q6P2P2	845	sp|Q6P2P2|ANM9_HUMAN	NA	5.157275	6.0708665	6.0708665
Q6P2Q9	2335	sp|Q6P2Q9|PRP8_HUMAN	7.359095	7.4289515	7.833651	7.833651
Q6P3S6	717	sp|Q6P3S6|FBX42_HUMAN	NA	NA	7.233631	7.233631
Q6P3W7	929	sp|Q6P3W7|SCYL2_HUMAN	6.656415	7.09975	7.218746	7.218746
Q6P3X3	843	sp|Q6P3X3|TTC27_HUMAN	6.693049	6.773107	7.0149235	7.0149235
Q6P4A7	337	sp|Q6P4A7|SFXN4_HUMAN	6.4195595	6.8607105	7.079471	7.079471
Q6P4E1	433	sp|Q6P4E1|CASC4_HUMAN	6.7168575	NA	6.75935	6.75935
Q6P4F2	183	sp|Q6P4F2|FDX2_HUMAN	NA	NA	6.487987	6.487987
Q6P4F7	1023	sp|Q6P4F7|RHGBA_HUMAN	NA	NA	6.108159	6.108159
Q6P4I2	378	sp|Q6P4I2|WDR73_HUMAN	5.9740645	6.360593	6.397036	6.397036
Q6P4Q7	775	sp|Q6P4Q7|CNNM4_HUMAN	6.193292	NA	6.70553	6.70553
Q6P4R8	1299	sp|Q6P4R8|NFRKB_HUMAN	5.046144	NA	5.9351625	5.9351625
Q6P587	224	sp|Q6P587|FAHD1_HUMAN	6.945501	6.449633	7.372028	7.372028
Q6P597	504	sp|Q6P597|KLC3_HUMAN	NA	NA	6.291435	6.291435
Q6P5R6	122	sp|Q6P5R6|RL22L_HUMAN	7.826373	7.2901915	7.551418	7.826373
Q6P6B7	361	sp|Q6P6B7|ANR16_HUMAN	NA	NA	6.502017	6.502017
Q6P6C2	394	sp|Q6P6C2|ALKB5_HUMAN	6.837635	7.130912	6.957224	7.130912
Q6P996	788	sp|Q6P996|PDXD1_HUMAN	6.5637385	6.605951	7.262095	7.262095
Q6P9B6	456	sp|Q6P9B6|TLDC1_HUMAN	6.777195	7.240125	7.2025285	7.240125
Q6P9B9	1019	sp|Q6P9B9|INT5_HUMAN	6.184862	5.884081	7.0545525	7.0545525
Q6P9F7	803	sp|Q6P9F7|LRC8B_HUMAN	NA	NA	6.472508	6.472508
Q6P9H4	555	sp|Q6P9H4|CNKR3_HUMAN	NA	NA	6.012289	6.012289
Q6PCB5	846	sp|Q6PCB5|RSBNL_HUMAN	6.213544	6.400223	7.138821	7.138821
Q6PCB7	646	sp|Q6PCB7|S27A1_HUMAN	6.286686	6.045049	6.76872	6.76872
Q6PCB8	327	sp|Q6PCB8|EMB_HUMAN	6.367803	6.474362	6.9457	6.9457
Q6PCE3	622	sp|Q6PCE3|PGM2L_HUMAN	6.8870355	7.046378	7.264298	7.264298
Q6PD62	1173	sp|Q6PD62|CTR9_HUMAN	6.34113	6.758708	6.9922935	6.9922935
Q6PD74	315	sp|Q6PD74|AAGAB_HUMAN	7.0762865	7.4072525	7.55123	7.55123
Q6PEV8	388	sp|Q6PEV8|F199X_HUMAN	NA	7.279963	NA	7.279963
Q6PFW1	1433	sp|Q6PFW1|VIP1_HUMAN	NA	NA	6.066736	6.066736
Q6PGN9	363	sp|Q6PGN9|PSRC1_HUMAN	NA	5.929593	6.839032	6.839032
Q6PGP7	1564	sp|Q6PGP7|TTC37_HUMAN	6.795999	6.759293	7.193681	7.193681
Q6PHR2	472	sp|Q6PHR2|ULK3_HUMAN	NA	6.357553	6.7493685	6.7493685
Q6PI26	577	sp|Q6PI26|SHQ1_HUMAN	NA	8.402708	6.556363	8.402708
Q6PI47	426	sp|Q6PI47|KCD18_HUMAN	NA	NA	5.922378	5.922378
Q6PI48	645	sp|Q6PI48|SYDM_HUMAN	6.599162	6.954599	6.819689	6.954599
Q6PI78	240	sp|Q6PI78|TMM65_HUMAN	6.401638	7.551548	7.669131	7.669131
Q6PI98	192	sp|Q6PI98|IN80C_HUMAN	NA	6.114678	6.997518	6.997518
Q6PIF6	2116	sp|Q6PIF6|MYO7B_HUMAN	NA	NA	8.730944	8.730944
Q6PII3	467	sp|Q6PII3|CC174_HUMAN	5.8212435	NA	NA	5.8212435
Q6PIJ6	1188	sp|Q6PIJ6|FBX38_HUMAN	NA	NA	7.816148	7.816148
Q6PIU2	408	sp|Q6PIU2|NCEH1_HUMAN	6.758392	6.4834905	7.393996	7.393996
Q6PIY7	484	sp|Q6PIY7|GLD2_HUMAN	NA	NA	5.659108	5.659108
Q6PJF5	856	sp|Q6PJF5|RHDF2_HUMAN	6.2028205	NA	6.667621	6.667621
Q6PJG2	1045	sp|Q6PJG2|EMSA1_HUMAN	6.9842555	6.58723	6.7614535	6.9842555
Q6PJG6	821	sp|Q6PJG6|BRAT1_HUMAN	6.9337925	6.519092	6.872558	6.9337925
Q6PJI9	974	sp|Q6PJI9|WDR59_HUMAN	6.363461	6.6634405	6.945661	6.945661
Q6PJP8	1040	sp|Q6PJP8|DCR1A_HUMAN	NA	NA	5.988666	5.988666
Q6PJT7	736	sp|Q6PJT7|ZC3HE_HUMAN	7.060055	6.503076	7.207903	7.207903
Q6PJW8	725	sp|Q6PJW8|CNST_HUMAN	NA	NA	6.740623	6.740623
Q6PK04	289	sp|Q6PK04|CC137_HUMAN	6.669075	6.868835	6.928539	6.928539
Q6PK18	319	sp|Q6PK18|OGFD3_HUMAN	6.733253	6.504617	7.45068	7.45068
Q6PKG0	1096	sp|Q6PKG0|LARP1_HUMAN	6.92525	7.4714335	7.4479585	7.4714335
Q6PL18	1390	sp|Q6PL18|ATAD2_HUMAN	6.742144	6.941591	7.468613	7.468613
Q6PL24	325	sp|Q6PL24|TMED8_HUMAN	5.887269	NA	7.107651	7.107651
Q6PML9	568	sp|Q6PML9|ZNT9_HUMAN	5.866447	NA	NA	5.866447
Q6Q0C0	670	sp|Q6Q0C0|TRAF7_HUMAN	6.262949	6.967185	6.847221	6.967185
Q6QNY0	202	sp|Q6QNY0|BL1S3_HUMAN	6.050186	NA	NA	6.050186
Q6QNY1	142	sp|Q6QNY1|BL1S2_HUMAN	6.565375	NA	NA	6.565375
Q6R327	1708	sp|Q6R327|RICTR_HUMAN	6.4323775	6.377161	6.789341	6.789341
Q6RFH5	385	sp|Q6RFH5|WDR74_HUMAN	6.6749065	6.6484855	7.0052285	7.0052285
Q6RW13	159	sp|Q6RW13|ATRAP_HUMAN	6.867644	7.114711	NA	7.114711
Q6SJ93	734	sp|Q6SJ93|F111B_HUMAN	6.385986	6.576194	6.891571	6.891571
Q6SPF0	538	sp|Q6SPF0|SAMD1_HUMAN	6.1223515	NA	6.423508	6.423508
Q6STE5	483	sp|Q6STE5|SMRD3_HUMAN	NA	5.817645	6.273695	6.273695
Q6SZW1	724	sp|Q6SZW1|SARM1_HUMAN	NA	NA	6.915996	6.915996
Q6UB28	335	sp|Q6UB28|MAP12_HUMAN	6.143608	NA	6.765147	6.765147
Q6UB35	978	sp|Q6UB35|C1TM_HUMAN	7.383025	7.4612825	7.745598	7.745598
Q6UB99	2663	sp|Q6UB99|ANR11_HUMAN	5.868684	6.1596645	6.027594	6.1596645
Q6ULP2	937	sp|Q6ULP2|AFTIN_HUMAN	6.361765	6.724496	6.7580365	6.7580365
Q6UN15	594	sp|Q6UN15|FIP1_HUMAN	7.107379	7.257611	7.578192	7.578192
Q6UUV9	634	sp|Q6UUV9|CRTC1_HUMAN	6.17304	6.376413	6.334172	6.376413
Q6UVJ0	657	sp|Q6UVJ0|SAS6_HUMAN	5.633701	NA	6.4915825	6.4915825
Q6UVK1	2322	sp|Q6UVK1|CSPG4_HUMAN	6.809581	7.287017	7.46783	7.46783
Q6UVY6	613	sp|Q6UVY6|MOXD1_HUMAN	5.333729	NA	6.631806	6.631806
Q6UW02	462	sp|Q6UW02|CP20A_HUMAN	6.400365	6.396536	6.895842	6.895842
Q6UW63	502	sp|Q6UW63|KDEL1_HUMAN	NA	6.1887535	6.553143	6.553143
Q6UW68	189	sp|Q6UW68|TM205_HUMAN	6.86441	NA	6.903697	6.903697
Q6UW78	93	sp|Q6UW78|UQCC3_HUMAN	NA	6.140791	NA	6.140791
Q6UWE0	723	sp|Q6UWE0|LRSM1_HUMAN	5.831018	6.5620855	6.664755	6.664755
Q6UWJ1	677	sp|Q6UWJ1|TMCO3_HUMAN	5.850953	NA	NA	5.850953
Q6UWP2	260	sp|Q6UWP2|DHR11_HUMAN	6.68744	7.169528	6.672264	7.169528
Q6UWP7	414	sp|Q6UWP7|LCLT1_HUMAN	6.654987	6.562947	7.3462035	7.3462035
Q6UWU4	347	sp|Q6UWU4|CF089_HUMAN	6.7585225	6.786027	6.944555	6.944555
Q6UWZ7	409	sp|Q6UWZ7|F175A_HUMAN	6.264865	6.4738405	7.277701	7.277701
Q6UX04	472	sp|Q6UX04|CWC27_HUMAN	7.081635	7.2033725	6.811737	7.2033725
Q6UXD5	910	sp|Q6UXD5|SE6L2_HUMAN	5.949798	NA	NA	5.949798
Q6UXH1	353	sp|Q6UXH1|CREL2_HUMAN	6.596916	6.614581	7.328347	7.328347
Q6UXK5	716	sp|Q6UXK5|LRRN1_HUMAN	NA	NA	6.366516	6.366516
Q6UXN9	313	sp|Q6UXN9|WDR82_HUMAN	7.142921	6.402519	7.574321	7.574321
Q6UXV4	268	sp|Q6UXV4|MIC27_HUMAN	7.141638	7.153449	7.249991	7.249991
Q6V1X1	898	sp|Q6V1X1|DPP8_HUMAN	5.896154	6.009153	6.691937	6.691937
Q6VMQ6	1270	sp|Q6VMQ6|MCAF1_HUMAN	6.5242295	6.422015	6.426007	6.5242295
Q6VN20	620	sp|Q6VN20|RBP10_HUMAN	6.248635	6.908074	6.775742	6.908074
Q6VY07	963	sp|Q6VY07|PACS1_HUMAN	6.316321	6.631119	6.713331	6.713331
Q6W2J9	1755	sp|Q6W2J9|BCOR_HUMAN	NA	NA	6.155214	6.155214
Q6WCQ1	1025	sp|Q6WCQ1|MPRIP_HUMAN	6.77083	7.156579	7.069713	7.156579
Q6WKZ4	1283	sp|Q6WKZ4|RFIP1_HUMAN	6.335819	6.3564595	6.600407	6.600407
Q6XE24	437	sp|Q6XE24|RBMS3_HUMAN	6.768416	NA	NA	6.768416
Q6XZF7	1577	sp|Q6XZF7|DNMBP_HUMAN	6.272143	6.381819	6.790433	6.790433
Q6Y1H2	254	sp|Q6Y1H2|HACD2_HUMAN	6.7023865	7.689442	7.377106	7.689442
Q6Y288	498	sp|Q6Y288|B3GLT_HUMAN	6.783589	6.503219	6.5107195	6.783589
Q6Y2X3	702	sp|Q6Y2X3|DJC14_HUMAN	5.696146	NA	6.138303	6.138303
Q6Y7W6	1299	sp|Q6Y7W6|PERQ2_HUMAN	6.829432	6.934418	7.328135	7.328135
Q6YHK3	1445	sp|Q6YHK3|CD109_HUMAN	NA	6.179753	6.125286	6.179753
Q6YHU6	1953	sp|Q6YHU6|THADA_HUMAN	6.379795	6.368845	6.726573	6.726573
Q6YN16	418	sp|Q6YN16|HSDL2_HUMAN	6.833262	6.2464415	6.985189	6.985189
Q6YP21	454	sp|Q6YP21|KAT3_HUMAN	6.534051	NA	7.033062	7.033062
Q6ZMG9	384	sp|Q6ZMG9|CERS6_HUMAN	6.356465	6.693991	6.805451	6.805451
Q6ZMI0	780	sp|Q6ZMI0|PPR21_HUMAN	6.216957	6.929299	6.661681	6.929299
Q6ZMK1	362	sp|Q6ZMK1|CYHR1_HUMAN	6.3480455	NA	6.681882	6.681882
Q6ZMR3	332	sp|Q6ZMR3|LDH6A_HUMAN	6.294863	NA	NA	6.294863
Q6ZMV9	814	sp|Q6ZMV9|KIF6_HUMAN	NA	NA	7.815332	7.815332
Q6ZMZ3	975	sp|Q6ZMZ3|SYNE3_HUMAN	NA	NA	5.6303575	5.6303575
Q6ZN17	250	sp|Q6ZN17|LN28B_HUMAN	5.720474	NA	6.655273	6.655273
Q6ZN18	517	sp|Q6ZN18|AEBP2_HUMAN	NA	NA	6.06614	6.06614
Q6ZN44	842	sp|Q6ZN44|UNC5A_HUMAN	7.427454	7.828756	NA	7.828756
Q6ZN55	896	sp|Q6ZN55|ZN574_HUMAN	5.883951	NA	6.6473505	6.6473505
Q6ZNB6	911	sp|Q6ZNB6|NFXL1_HUMAN	6.4347795	NA	NA	6.4347795
Q6ZNE5	492	sp|Q6ZNE5|BAKOR_HUMAN	6.115377	NA	6.152594	6.152594
Q6ZNJ1	2754	sp|Q6ZNJ1|NBEL2_HUMAN	6.128658	5.877953	6.571581	6.571581
Q6ZNW5	385	sp|Q6ZNW5|GDPP1_HUMAN	NA	5.863356	6.7902705	6.7902705
Q6ZR08	3092	sp|Q6ZR08|DYH12_HUMAN	NA	5.071145	NA	5.071145
Q6ZRP7	698	sp|Q6ZRP7|QSOX2_HUMAN	6.447592	6.2488845	7.055531	7.055531
Q6ZRQ5	1243	sp|Q6ZRQ5|MMS22_HUMAN	6.1098775	6.231521	6.704176	6.704176
Q6ZRS2	3230	sp|Q6ZRS2|SRCAP_HUMAN	6.068298	NA	5.967351	6.068298
Q6ZRV2	1179	sp|Q6ZRV2|FA83H_HUMAN	6.080876	6.283562	6.309012	6.309012
Q6ZS17	1223	sp|Q6ZS17|FA65A_HUMAN	6.7295415	6.415891	7.123298	7.123298
Q6ZS30	2694	sp|Q6ZS30|NBEL1_HUMAN	NA	5.912955	6.0532275	6.0532275
Q6ZSJ8	110	sp|Q6ZSJ8|CA122_HUMAN	NA	6.45673	6.201233	6.45673
Q6ZSR9	355	sp|Q6ZSR9|YJ005_HUMAN	7.033585	7.016206	7.163326	7.163326
Q6ZSZ5	1173	sp|Q6ZSZ5|ARHGI_HUMAN	5.9659145	6.22549	6.849401	6.849401
Q6ZT12	1888	sp|Q6ZT12|UBR3_HUMAN	6.1053545	6.111296	6.6794165	6.6794165
Q6ZT21	453	sp|Q6ZT21|TMPPE_HUMAN	6.370162	6.359551	6.9011855	6.9011855
Q6ZU35	1233	sp|Q6ZU35|K1211_HUMAN	NA	NA	7.501922	7.501922
Q6ZU65	1347	sp|Q6ZU65|UBN2_HUMAN	6.201315	NA	NA	6.201315
Q6ZU80	1094	sp|Q6ZU80|CE128_HUMAN	NA	NA	6.624602	6.624602
Q6ZUJ8	805	sp|Q6ZUJ8|BCAP_HUMAN	NA	NA	7.7606165	7.7606165
Q6ZUT1	292	sp|Q6ZUT1|CK057_HUMAN	5.99592	6.683047	6.787546	6.787546
Q6ZUT6	534	sp|Q6ZUT6|CO052_HUMAN	6.4130675	6.732072	6.690967	6.732072
Q6ZUT9	1274	sp|Q6ZUT9|DEN5B_HUMAN	NA	NA	7.462308	7.462308
Q6ZVD8	1323	sp|Q6ZVD8|PHLP2_HUMAN	6.018576	NA	NA	6.018576
Q6ZVM7	507	sp|Q6ZVM7|TM1L2_HUMAN	NA	6.604971	7.043755	7.043755
Q6ZW31	735	sp|Q6ZW31|SYDE1_HUMAN	NA	6.010554	6.408715	6.408715
Q6ZWJ1	553	sp|Q6ZWJ1|STXB4_HUMAN	NA	NA	6.307389	6.307389
Q6ZWT7	520	sp|Q6ZWT7|MBOA2_HUMAN	6.4899795	6.645953	6.920927	6.920927
Q6ZXV5	915	sp|Q6ZXV5|TMTC3_HUMAN	6.194431	6.909369	7.102909	7.102909
Q6ZYL4	71	sp|Q6ZYL4|TF2H5_HUMAN	6.621675	NA	6.333729	6.621675
Q709C8	3753	sp|Q709C8|VP13C_HUMAN	6.313931	6.391129	6.874835	6.874835
Q70CQ2	3546	sp|Q70CQ2|UBP34_HUMAN	6.352993	6.499594	6.56121	6.56121
Q70E73	1250	sp|Q70E73|RAPH1_HUMAN	6.4076585	6.66777	6.658059	6.66777
Q70EL1	1684	sp|Q70EL1|UBP54_HUMAN	5.812979	5.814729	6.501949	6.501949
Q70IA6	237	sp|Q70IA6|MOB2_HUMAN	6.632508	6.795706	6.98299	6.98299
Q70J99	1090	sp|Q70J99|UN13D_HUMAN	6.612847	6.719954	7.229046	7.229046
Q70UQ0	350	sp|Q70UQ0|IKIP_HUMAN	6.938214	7.039335	7.468539	7.468539
Q70Z53	315	sp|Q70Z53|F10C1_HUMAN	5.793637	NA	6.726841	6.726841
Q712K3	238	sp|Q712K3|UB2R2_HUMAN	7.155002	7.500196	7.702534	7.702534
Q71DI3	136	sp|Q71DI3|H32_HUMAN	NA	7.202216	7.550889	7.550889
Q71F23	418	sp|Q71F23|CENPU_HUMAN	5.852858	6.254693	7.083745	7.083745
Q71F56	2210	sp|Q71F56|MD13L_HUMAN	NA	NA	5.9064	5.9064
Q71H61	639	sp|Q71H61|ILDR2_HUMAN	NA	6.422771	5.561948	6.422771
Q71RC2	724	sp|Q71RC2|LARP4_HUMAN	6.9351475	7.247909	7.513151	7.513151
Q71RG4	321	sp|Q71RG4|TMUB2_HUMAN	7.0018715	7.059525	7.4747035	7.4747035
Q71SY5	747	sp|Q71SY5|MED25_HUMAN	6.207473	NA	7.123656	7.123656
Q71UM5	84	sp|Q71UM5|RS27L_HUMAN	7.908353	7.8550425	8.636169	8.636169
Q75QN2	995	sp|Q75QN2|INT8_HUMAN	5.9495265	NA	6.16471	6.16471
Q765P7	747	sp|Q765P7|MTSSL_HUMAN	NA	5.831895	NA	5.831895
Q76FK4	1167	sp|Q76FK4|NOL8_HUMAN	6.028693	6.5163585	6.3955535	6.5163585
Q76I76	1423	sp|Q76I76|SSH2_HUMAN	5.410389	5.6533095	8.207742	8.207742
Q76L83	1435	sp|Q76L83|ASXL2_HUMAN	5.856094	6.268835	5.89535	6.268835
Q7KYR7	527	sp|Q7KYR7|BT2A1_HUMAN	6.024773	5.925771	5.847282	6.024773
Q7KZ85	1726	sp|Q7KZ85|SPT6H_HUMAN	6.852256	6.556435	7.22428	7.22428
Q7KZF4	910	sp|Q7KZF4|SND1_HUMAN	7.4199265	7.664858	7.762506	7.762506
Q7KZN9	410	sp|Q7KZN9|COX15_HUMAN	NA	6.659517	7.444498	7.444498
Q7L014	1031	sp|Q7L014|DDX46_HUMAN	6.98205	7.142765	7.426105	7.426105
Q7L099	469	sp|Q7L099|RUFY3_HUMAN	6.440141	6.600139	7.298108	7.298108
Q7L0J3	742	sp|Q7L0J3|SV2A_HUMAN	6.775254	6.92509	6.93938	6.93938
Q7L0Y3	403	sp|Q7L0Y3|MRRP1_HUMAN	6.837228	7.29108	7.474452	7.474452
Q7L1Q6	419	sp|Q7L1Q6|BZW1_HUMAN	7.393926	7.428766	7.896708	7.896708
Q7L1T6	521	sp|Q7L1T6|NB5R4_HUMAN	6.211528	6.549543	6.5540555	6.5540555
Q7L1V2	547	sp|Q7L1V2|MON1B_HUMAN	NA	6.053863	6.847211	6.847211
Q7L1W4	858	sp|Q7L1W4|LRC8D_HUMAN	6.521151	NA	NA	6.521151
Q7L266	308	sp|Q7L266|ASGL1_HUMAN	6.2712045	6.403121	6.9942165	6.9942165
Q7L273	389	sp|Q7L273|KCTD9_HUMAN	6.271191	6.2322845	6.78067	6.78067
Q7L2E3	1194	sp|Q7L2E3|DHX30_HUMAN	6.9390985	7.161098	7.2894955	7.2894955
Q7L2H7	374	sp|Q7L2H7|EIF3M_HUMAN	6.871386	7.18738	7.8860955	7.8860955
Q7L2J0	689	sp|Q7L2J0|MEPCE_HUMAN	6.778678	7.297585	7.041585	7.297585
Q7L2Z9	268	sp|Q7L2Z9|CENPQ_HUMAN	5.956308	NA	6.679849	6.679849
Q7L311	632	sp|Q7L311|ARMX2_HUMAN	6.416324	6.986669	6.91753	6.986669
Q7L3B6	337	sp|Q7L3B6|CD37L_HUMAN	6.488386	6.183384	7.167642	7.167642
Q7L3T8	475	sp|Q7L3T8|SYPM_HUMAN	6.619678	6.443388	6.5697635	6.619678
Q7L4E1	593	sp|Q7L4E1|MIGA2_HUMAN	NA	NA	6.492914	6.492914
Q7L4I2	434	sp|Q7L4I2|RSRC2_HUMAN	6.651258	NA	7.340325	7.340325
Q7L523	313	sp|Q7L523|RRAGA_HUMAN	NA	5.199261	NA	5.199261
Q7L576	1253	sp|Q7L576|CYFP1_HUMAN	6.798872	7.065296	7.5488755	7.5488755
Q7L590	875	sp|Q7L590|MCM10_HUMAN	NA	NA	7.267664	7.267664
Q7L592	441	sp|Q7L592|NDUF7_HUMAN	6.636219	6.563962	6.929552	6.929552
Q7L5D6	327	sp|Q7L5D6|GET4_HUMAN	6.991089	6.878171	7.221563	7.221563
Q7L5N1	327	sp|Q7L5N1|CSN6_HUMAN	7.017159	7.057438	7.369056	7.369056
Q7L5Y9	396	sp|Q7L5Y9|MAEA_HUMAN	6.775596	6.606446	7.137758	7.137758
Q7L775	607	sp|Q7L775|EPMIP_HUMAN	6.404953	6.384317	6.6561475	6.6561475
Q7L7V1	743	sp|Q7L7V1|DHX32_HUMAN	NA	NA	6.529122	6.529122
Q7L7X3	1001	sp|Q7L7X3|TAOK1_HUMAN	6.1406725	6.4589295	7.107481	7.107481
Q7L804	512	sp|Q7L804|RFIP2_HUMAN	NA	NA	6.532576	6.532576
Q7L8J4	393	sp|Q7L8J4|3BP5L_HUMAN	5.685787	6.482316	NA	6.482316
Q7L8L6	764	sp|Q7L8L6|FAKD5_HUMAN	6.906707	6.358315	6.9489595	6.9489595
Q7L8W6	267	sp|Q7L8W6|DPH6_HUMAN	6.528265	6.239768	6.84719	6.84719
Q7L9B9	569	sp|Q7L9B9|EEPD1_HUMAN	5.316976	NA	7.2102515	7.2102515
Q7L9L4	216	sp|Q7L9L4|MOB1B_HUMAN	NA	NA	6.842553	6.842553
Q7LBC6	1761	sp|Q7LBC6|KDM3B_HUMAN	6.411329	6.741325	6.980776	6.980776
Q7LBR1	199	sp|Q7LBR1|CHM1B_HUMAN	7.422245	NA	7.707911	7.707911
Q7LG56	351	sp|Q7LG56|RIR2B_HUMAN	7.514158	6.7421905	7.5537705	7.5537705
Q7LGA3	356	sp|Q7LGA3|HS2ST_HUMAN	7.253604	6.733227	NA	7.253604
Q7LGC8	479	sp|Q7LGC8|CHST3_HUMAN	NA	NA	6.798671	6.798671
Q7RTP6	2002	sp|Q7RTP6|MICA3_HUMAN	6.003241	6.495822	6.660133	6.660133
Q7RTS9	669	sp|Q7RTS9|DYM_HUMAN	NA	NA	6.275841	6.275841
Q7RTV0	110	sp|Q7RTV0|PHF5A_HUMAN	7.4720015	7.283324	7.886122	7.886122
Q7RTV5	226	sp|Q7RTV5|AAED1_HUMAN	NA	NA	7.04817	7.04817
Q7Z2E3	356	sp|Q7Z2E3|APTX_HUMAN	6.6551245	NA	7.3641455	7.3641455
Q7Z2K6	904	sp|Q7Z2K6|ERMP1_HUMAN	6.170672	6.891966	6.902718	6.902718
Q7Z2K8	1008	sp|Q7Z2K8|GRIN1_HUMAN	6.350868	5.893701	NA	6.350868
Q7Z2T5	733	sp|Q7Z2T5|TRM1L_HUMAN	6.7685365	5.994009	6.858639	6.858639
Q7Z2W4	902	sp|Q7Z2W4|ZCCHV_HUMAN	7.0125715	7.05096	7.2939465	7.2939465
Q7Z2W9	205	sp|Q7Z2W9|RM21_HUMAN	6.840945	7.212905	7.3533545	7.3533545
Q7Z2Z1	1910	sp|Q7Z2Z1|TICRR_HUMAN	6.725561	NA	7.194264	7.194264
Q7Z2Z2	1120	sp|Q7Z2Z2|EFL1_HUMAN	6.7039485	6.816493	7.107718	7.107718
Q7Z333	2677	sp|Q7Z333|SETX_HUMAN	6.4079865	6.116641	6.5768575	6.5768575
Q7Z392	1133	sp|Q7Z392|TPC11_HUMAN	6.136086	NA	6.360177	6.360177
Q7Z3B0	74	sp|Q7Z3B0|SIM15_HUMAN	NA	6.190052	6.448335	6.448335
Q7Z3B3	1105	sp|Q7Z3B3|KANL1_HUMAN	NA	5.878677	6.429849	6.429849
Q7Z3B4	507	sp|Q7Z3B4|NUP54_HUMAN	6.8605145	6.66954	7.31823	7.31823
Q7Z3C6	839	sp|Q7Z3C6|ATG9A_HUMAN	6.4658505	6.377871	7.2534265	7.2534265
Q7Z3D4	306	sp|Q7Z3D4|LYSM3_HUMAN	NA	NA	6.242914	6.242914
Q7Z3D6	616	sp|Q7Z3D6|CN159_HUMAN	NA	NA	6.417488	6.417488
Q7Z3E2	898	sp|Q7Z3E2|CC186_HUMAN	6.13456	6.544874	6.5065675	6.544874
Q7Z3E5	817	sp|Q7Z3E5|ARMC9_HUMAN	7.259761	6.355753	6.886152	7.259761
Q7Z3G6	844	sp|Q7Z3G6|PRIC2_HUMAN	NA	NA	5.345589	5.345589
Q7Z3J2	963	sp|Q7Z3J2|CP062_HUMAN	6.382701	6.551353	6.9298735	6.9298735
